SR_NO,VOLTAGE,CURRENT,POWER,MODULE_TEMP,AMBIENT_TEMP,IR
6763,11.77,0.02,0.26,439,406,35
6764,11.77,0.02,0.26,439,406,35
6765,11.77,0.05,0.6,440,406,35
6766,11.79,0.04,0.49,440,406,36
6767,11.74,0.03,0.37,439,406,35
6768,11.77,0.06,0.72,438,406,35
6769,11.74,0.08,0.95,438,406,35
6770,11.77,0.09,1.07,439,406,35
6771,11.77,0.04,0.49,439,406,35
6772,11.77,0.07,0.84,439,406,36
6773,11.77,0.04,0.49,440,405,35
6774,11.77,0.05,0.6,440,405,36
6775,11.74,0.07,0.84,439,405,35
6776,11.74,0.08,0.95,439,405,35
6777,11.74,0.05,0.6,439,405,35
6778,11.77,0.05,0.6,441,405,34
6779,11.74,0.02,0.26,440,404,35
6780,11.74,0.08,0.95,439,405,35
6781,11.72,0.04,0.49,439,405,35
6782,11.74,0.04,0.49,439,404,35
6783,11.74,0.07,0.84,440,405,35
6784,11.72,0.08,0.95,439,405,34
6785,11.69,0.04,0.49,438,404,35
6786,11.72,0.08,0.95,439,404,36
6787,11.74,0.03,0.37,439,404,36
6788,11.74,0.04,0.49,438,404,35
6789,11.72,0.05,0.6,439,404,35
6790,11.74,0.05,0.6,440,404,34
6791,11.69,0.06,0.72,438,404,35
6792,11.69,0.06,0.72,440,404,35
6793,11.67,0.07,0.83,439,403,35
6794,11.69,0.06,0.72,439,404,35
6795,11.67,0.04,0.48,439,404,34
6796,11.69,0.01,0.14,438,403,36
6797,11.69,0.07,0.83,439,403,35
6798,11.69,0.03,0.37,438,403,36
6799,11.69,0.04,0.49,441,403,36
6800,11.72,0.03,0.37,438,403,35
6801,11.69,0.05,0.6,439,403,34
6802,11.69,0.08,0.95,441,403,34
6803,11.72,0.04,0.49,438,403,34
6804,11.67,0.06,0.72,439,403,34
6805,11.65,0.05,0.6,438,403,35
6806,11.65,0.04,0.48,440,403,34
6807,11.65,0.08,0.94,439,403,34
6808,11.65,0.08,0.94,440,403,33
6809,11.67,0.02,0.25,441,403,35
6810,11.65,0.02,0.25,438,403,36
6811,11.67,0.07,0.83,440,403,36
6812,11.62,0.04,0.48,440,402,34
6813,11.62,0.05,0.6,439,402,34
6814,11.65,0.05,0.6,438,402,34
6815,11.65,0.05,0.6,441,402,35
6816,11.65,0.04,0.48,439,402,34
6817,11.6,0.06,0.71,439,402,34
6818,11.62,0.05,0.6,439,402,36
6819,11.65,0.07,0.83,438,402,34
6820,11.67,0.06,0.72,438,402,35
6821,11.67,0.05,0.6,440,402,35
6822,11.69,0.05,0.6,439,402,35
6823,11.67,0.05,0.6,441,402,35
6824,11.69,0.06,0.72,439,402,35
6825,11.67,0.02,0.25,439,402,35
6826,11.69,0.03,0.37,441,402,34
6827,11.67,0.04,0.48,439,402,35
6828,11.69,0.03,0.37,438,402,35
6829,11.67,0.05,0.6,440,402,35
6830,11.67,0.07,0.83,439,402,35
6831,11.65,0.11,1.29,439,403,35
6832,11.65,0.04,0.48,439,402,36
6833,11.65,0.06,0.71,439,402,35
6834,11.65,0.07,0.83,439,402,34
6835,11.6,0.01,0.14,439,403,34
6836,11.62,0.08,0.94,439,403,35
6837,11.62,0.04,0.48,439,402,35
6838,11.67,0.03,0.37,440,403,35
6839,11.65,0.03,0.37,440,402,34
6840,11.62,0.04,0.48,440,403,36
6841,11.65,0.02,0.25,439,402,35
6842,11.65,0.06,0.71,439,402,35
6843,11.65,0.06,0.71,439,402,35
6844,11.67,0.03,0.37,440,402,36
6845,11.65,0.08,0.94,439,402,36
6846,11.67,0.06,0.72,440,402,35
6847,11.67,0.08,0.95,439,402,35
6848,11.65,0.09,1.06,440,402,35
6849,11.65,0.04,0.48,440,402,35
6850,11.69,0.05,0.6,440,402,34
6851,11.65,0.02,0.25,440,402,34
6852,11.62,0.06,0.71,439,402,34
6853,11.67,0.05,0.6,439,402,36
6854,11.65,0.06,0.71,439,402,34
6855,11.67,0.03,0.37,439,402,35
6856,11.65,0.05,0.6,438,402,34
6857,11.65,0.04,0.48,438,403,34
6858,11.62,0.06,0.71,439,402,35
6859,11.62,0,0.02,440,403,36
6860,11.62,0.05,0.6,438,402,35
6861,11.65,0.02,0.25,440,403,35
6862,11.6,0.04,0.48,440,403,35
6863,11.62,0.07,0.83,440,403,34
6864,11.6,0.08,0.94,439,402,35
6865,11.62,0.04,0.48,440,402,35
6866,11.6,0.04,0.48,439,402,34
6867,11.62,0.05,0.6,440,402,35
6868,11.6,0.04,0.48,438,403,35
6869,11.62,0.08,0.94,438,402,35
6870,11.62,0.07,0.83,440,403,36
6871,11.62,0.09,1.06,440,402,35
6872,11.6,0.06,0.71,439,403,35
6873,11.62,0.04,0.48,440,402,34
6874,11.62,0.06,0.71,440,403,35
6875,11.6,0.06,0.71,440,403,35
6876,11.6,0.04,0.48,441,403,35
6877,11.62,0.07,0.83,440,402,36
6878,11.6,0.04,0.48,441,402,36
6879,11.62,0.05,0.6,441,403,35
6880,11.62,0.06,0.71,440,403,34
6881,11.62,0.08,0.94,438,403,35
6882,11.62,0.07,0.83,440,402,35
6883,11.6,0.03,0.37,438,402,35
6884,11.62,0.09,1.06,439,402,36
6885,11.6,0.08,0.94,440,402,34
6886,11.62,0.05,0.6,439,402,35
6887,11.57,0.05,0.59,439,403,35
6888,11.6,0.08,0.94,440,402,34
6889,11.57,0.09,1.05,441,402,35
6890,11.6,0,0.02,440,402,34
6891,11.57,0.07,0.82,440,403,35
6892,11.57,0.01,0.14,439,402,35
6893,11.6,0.08,0.94,439,402,35
6894,11.6,0.02,0.25,440,402,36
6895,11.6,0.03,0.37,440,402,35
6896,11.57,0.06,0.71,440,402,36
6897,11.6,0.05,0.6,440,403,34
6898,11.6,0.05,0.6,439,402,34
6899,11.57,0.04,0.48,441,402,34
6900,11.6,0.08,0.94,438,402,34
6901,11.6,0.03,0.37,438,402,34
6902,11.6,0.04,0.48,439,402,34
6903,11.55,0.03,0.37,440,402,35
6904,11.6,0.01,0.14,440,402,35
6905,11.57,0.07,0.82,441,402,35
6906,11.57,0.04,0.48,440,402,34
6907,11.57,0.05,0.59,441,402,35
6908,11.6,0.06,0.71,439,402,35
6909,11.6,0.03,0.37,440,402,35
6910,11.57,0.12,1.4,439,401,35
6911,11.6,0.09,1.05,441,401,35
6912,11.6,0.04,0.48,440,402,35
6913,11.57,0.04,0.48,441,402,35
6914,11.6,0.06,0.71,440,402,35
6915,11.55,0.05,0.59,440,402,35
6916,11.6,0.06,0.71,441,402,35
6917,11.57,0.03,0.37,439,402,34
6918,11.6,0.03,0.37,440,402,34
6919,11.57,0.06,0.71,441,402,35
6920,11.57,0.02,0.25,441,402,36
6921,11.57,0.07,0.82,441,402,35
6922,11.57,0.02,0.25,440,402,35
6923,11.55,0.1,1.16,440,402,35
6924,11.57,0.04,0.48,441,403,34
6925,11.55,0.04,0.48,440,403,34
6926,11.57,0.05,0.59,438,403,35
6927,11.55,0.08,0.94,439,403,35
6928,11.55,0.05,0.59,441,403,36
6929,11.57,0.08,0.94,439,403,35
6930,11.57,0.06,0.71,440,403,36
6931,11.57,0.03,0.37,440,402,35
6932,11.55,0.09,1.05,441,403,35
6933,11.55,0.05,0.59,440,402,35
6934,11.55,0.06,0.71,440,402,34
6935,11.55,0.05,0.59,440,402,34
6936,11.55,0.08,0.94,439,402,34
6937,11.57,0.03,0.37,439,402,35
6938,11.55,0.07,0.82,439,402,34
6939,11.55,0.08,0.94,439,403,35
6940,11.52,0.06,0.71,440,402,35
6941,11.52,0.04,0.48,441,402,34
6942,11.55,0.07,0.82,440,402,35
6943,11.52,0.07,0.82,440,402,34
6944,11.52,0.05,0.59,440,402,35
6945,11.52,0.08,0.93,439,403,36
6946,11.52,0.03,0.36,440,402,33
6947,11.52,0.03,0.36,439,402,35
6948,11.55,0.08,0.94,440,402,34
6949,11.52,0.01,0.14,439,402,35
6950,11.52,0.05,0.59,441,402,35
6951,11.52,0.06,0.71,440,402,35
6952,11.52,0.04,0.48,440,402,34
6953,11.52,0.03,0.36,441,402,36
6954,11.5,0.02,0.25,441,402,34
6955,11.52,0.07,0.82,440,402,35
6956,11.52,0.05,0.59,440,402,34
6957,11.52,0.05,0.59,441,402,34
6958,11.5,0.04,0.48,441,402,35
6959,11.52,0.06,0.71,441,402,35
6960,11.52,0.05,0.59,441,402,34
6961,11.5,0.06,0.7,441,402,34
6962,11.5,0.05,0.59,442,402,36
6963,11.5,0.1,1.16,443,402,35
6964,11.5,0.08,0.93,441,402,35
6965,11.52,0.04,0.48,442,401,35
6966,11.47,0.06,0.7,441,402,35
6967,11.5,0,0.02,440,402,34
6968,11.5,0.06,0.7,440,401,35
6969,11.47,0.04,0.48,442,402,34
6970,11.47,0.04,0.48,442,402,34
6971,11.5,0.05,0.59,440,402,34
6972,11.5,0.04,0.48,440,401,34
6973,11.47,0.05,0.59,440,402,35
6974,11.5,0.06,0.7,441,401,35
6975,11.47,0.06,0.7,441,402,35
6976,11.47,0.04,0.48,440,402,34
6977,11.5,0.05,0.59,441,401,34
6978,11.45,0.08,0.93,441,402,34
6979,11.47,0.06,0.7,441,401,34
6980,11.47,-0.01,-0.09,442,402,36
6981,11.47,0.09,1.04,442,401,35
6982,11.45,0.1,1.15,440,401,34
6983,11.47,0.03,0.36,441,401,34
6984,11.47,0.06,0.7,441,401,35
6985,11.45,0.03,0.36,442,401,34
6986,11.5,0.06,0.7,443,402,35
6987,11.47,0.05,0.59,443,401,35
6988,11.47,0.03,0.36,443,401,34
6989,11.47,0.05,0.59,441,401,35
6990,11.47,0.06,0.7,442,401,34
6991,11.47,0.07,0.82,442,402,34
6992,11.45,0.04,0.48,425,402,35
6993,11.47,0.06,0.7,441,401,35
6994,11.45,0.01,0.14,441,402,34
6995,11.47,0.06,0.7,443,401,34
6996,11.45,0.02,0.25,441,401,36
6997,11.47,0.04,0.48,442,401,34
6998,11.43,0.02,0.25,442,402,36
6999,11.45,0.11,1.27,441,401,34
7000,11.45,0.04,0.48,442,402,35
7001,11.43,0.03,0.36,442,401,34
7002,11.47,0.04,0.48,442,401,33
7003,11.45,0.08,0.93,441,401,35
7004,11.45,0.05,0.59,443,401,35
7005,11.45,0.05,0.59,442,401,34
7006,11.45,0.08,0.93,442,401,35
7007,11.45,0.06,0.7,443,402,34
7008,11.45,0.06,0.7,441,402,35
7009,11.45,0.07,0.81,441,402,34
7010,11.4,0.05,0.59,442,403,35
7011,11.4,0.09,1.04,444,402,34
7012,11.43,0.07,0.81,443,402,35
7013,11.43,0.04,0.47,442,402,35
7014,11.45,0.04,0.48,443,402,35
7015,11.43,0.03,0.36,442,402,35
7016,11.4,0.03,0.36,441,402,34
7017,11.38,0.07,0.81,441,403,35
7018,11.43,0.06,0.7,441,403,34
7019,11.38,0.06,0.7,442,403,35
7020,11.4,0.06,0.7,443,403,35
7021,11.4,0.08,0.92,443,402,36
7022,11.4,0.02,0.25,442,403,35
7023,11.38,0.07,0.81,441,403,35
7024,11.4,0.05,0.59,443,403,35
7025,11.4,0.07,0.81,444,403,34
7026,11.38,0.08,0.92,444,403,35
7027,11.38,0.05,0.58,441,403,35
7028,11.35,0.05,0.58,443,403,35
7029,11.35,0.05,0.58,442,403,34
7030,11.4,0,0.02,442,402,35
7031,11.35,0.05,0.58,443,403,34
7032,11.4,0.05,0.59,443,403,34
7033,11.35,0.03,0.36,442,403,35
7034,11.38,0.03,0.36,443,403,34
7035,11.38,0.04,0.47,443,402,34
7036,11.38,0.07,0.81,442,403,35
7037,11.38,0.06,0.7,443,403,35
7038,11.35,0.11,1.26,443,402,34
7039,11.38,0.05,0.58,441,402,35
7040,11.35,0.09,1.03,441,403,34
7041,11.38,0.08,0.92,443,403,34
7042,11.35,0.06,0.7,442,403,34
7043,11.35,0.07,0.81,443,404,35
7044,11.35,0.1,1.14,442,403,36
7045,11.35,0.05,0.58,444,403,34
7046,11.35,0.07,0.81,443,403,35
7047,11.35,0.07,0.81,442,403,36
7048,11.35,0.02,0.25,441,404,36
7049,11.35,0.01,0.13,443,404,35
7050,11.35,0.03,0.36,443,403,33
7051,11.33,0,0.02,442,403,35
7052,11.33,0.06,0.69,442,403,34
7053,11.33,0.06,0.69,443,403,33
7054,11.33,0.06,0.69,443,403,35
7055,11.35,0.06,0.7,443,403,35
7056,11.33,0.04,0.47,442,403,36
7057,11.35,0.03,0.36,442,403,36
7058,11.33,0.06,0.69,444,404,35
7059,11.3,0.03,0.36,443,403,34
7060,11.33,0.04,0.47,443,403,34
7061,11.35,0.11,1.26,444,403,35
7062,11.33,0.04,0.47,444,403,34
7063,11.33,0.02,0.25,443,403,36
7064,11.33,0.05,0.58,443,403,34
7065,11.33,0.07,0.81,442,403,35
7066,11.3,0.06,0.69,442,403,35
7067,11.35,0.05,0.58,443,403,35
7068,11.3,0.06,0.69,442,403,34
7069,11.3,0.07,0.8,443,403,34
7070,11.33,0.06,0.69,443,403,34
7071,11.3,0.05,0.58,443,403,36
7072,11.3,0.08,0.92,443,403,34
7073,11.3,0.02,0.25,443,403,34
7074,11.3,0.04,0.47,443,402,33
7075,11.28,0.07,0.8,443,403,33
7076,11.3,0.04,0.47,443,402,34
7077,11.3,0.03,0.36,440,403,33
7078,11.28,0.03,0.36,443,402,35
7079,11.28,0.05,0.58,443,402,34
7080,11.28,0.06,0.69,443,402,34
7081,11.28,0.04,0.47,444,402,35
7082,11.28,0.09,1.03,443,402,34
7083,11.25,0.07,0.8,444,402,34
7084,11.28,0.11,1.25,443,402,34
7085,11.28,0.05,0.58,442,402,34
7086,11.25,0.05,0.58,442,402,35
7087,11.25,0.05,0.58,442,402,35
7088,11.25,0.08,0.91,442,402,34
7089,11.28,-0.01,-0.09,444,402,35
7090,11.28,0.06,0.69,443,402,34
7091,11.28,0.04,0.47,442,402,35
7092,11.25,0.1,1.13,444,402,34
7093,11.28,0.05,0.58,443,402,35
7094,11.25,0.06,0.69,442,402,34
7095,11.28,0.06,0.69,441,402,34
7096,11.23,0.06,0.69,443,402,34
7097,11.25,0.09,1.02,442,402,34
7098,11.25,0.03,0.36,444,402,35
7099,11.25,0.04,0.47,443,402,33
7100,11.25,0.05,0.58,442,402,33
7101,11.25,0.05,0.58,443,402,34
7102,11.23,0.04,0.47,442,402,33
7103,11.25,0.06,0.69,442,402,34
7104,11.21,0.03,0.35,443,402,34
7105,11.25,0.04,0.47,443,402,34
7106,11.23,0.11,1.24,442,402,33
7107,11.23,0.08,0.91,442,402,34
7108,11.21,0.02,0.24,444,402,34
7109,11.23,0.05,0.58,442,402,34
7110,11.23,0.03,0.36,442,402,33
7111,11.21,0.04,0.47,444,402,34
7112,11.23,0.03,0.36,443,402,34
7113,11.21,0.03,0.35,443,402,34
7114,11.18,0.07,0.8,443,402,35
7115,11.21,0.05,0.58,442,402,34
7116,11.21,0.04,0.47,443,402,33
7117,11.23,0.06,0.69,442,402,34
7118,11.18,0.03,0.35,421,402,33
7119,11.21,0.05,0.58,444,402,33
7120,11.18,0.08,0.91,443,402,33
7121,11.18,0.07,0.8,444,402,33
7122,11.18,0.06,0.69,443,402,35
7123,11.21,0.06,0.69,443,402,33
7124,11.18,0.05,0.57,442,402,34
7125,11.21,0.04,0.47,442,402,33
7126,11.16,0.05,0.57,443,401,34
7127,11.18,0.11,1.24,443,402,34
7128,11.16,0.01,0.13,440,401,34
7129,11.21,0.04,0.47,442,402,33
7130,11.18,0.04,0.46,445,402,34
7131,11.16,0.09,1.01,443,402,34
7132,11.13,0.05,0.57,443,402,34
7133,11.16,0.05,0.57,445,402,35
7134,11.16,0.06,0.68,442,402,34
7135,11.16,0.1,1.12,443,401,34
7136,11.16,0.06,0.68,442,401,34
7137,11.16,0.04,0.46,443,401,36
7138,11.18,0.06,0.69,444,401,35
7139,11.16,0.03,0.35,441,402,33
7140,11.16,0.01,0.13,442,402,33
7141,11.13,0.02,0.24,443,402,34
7142,11.16,0.08,0.9,442,402,33
7143,11.13,0.03,0.35,443,402,34
7144,11.13,0.08,0.9,442,401,33
7145,11.13,0.03,0.35,442,402,34
7146,11.13,0.04,0.46,444,402,34
7147,11.11,0.04,0.46,444,401,33
7148,11.13,0.01,0.13,444,402,34
7149,11.13,0.03,0.35,443,402,32
7150,11.16,0.06,0.68,442,401,33
7151,11.13,0.06,0.68,444,402,34
7152,11.16,0.04,0.46,444,401,34
7153,11.13,0.06,0.68,443,402,34
7154,11.13,0.06,0.68,443,401,33
7155,11.11,0.07,0.79,443,402,33
7156,11.08,0.07,0.79,443,401,34
7157,11.11,0.08,0.9,444,401,34
7158,11.11,0.03,0.35,443,401,34
7159,11.11,0.06,0.68,444,401,33
7160,11.08,0.03,0.35,443,402,33
7161,11.13,0.05,0.57,443,401,34
7162,11.08,0.06,0.68,444,402,33
7163,11.11,0.06,0.68,442,401,33
7164,11.08,0.07,0.79,442,401,33
7165,11.11,0.05,0.57,443,401,33
7166,11.08,0.06,0.68,443,401,33
7167,11.08,0.03,0.35,443,402,34
7168,11.08,0.08,0.9,444,402,34
7169,11.08,0.07,0.79,442,401,33
7170,11.06,0.09,1.01,437,401,33
7171,11.08,0.08,0.9,442,402,34
7172,11.11,0.03,0.35,444,401,32
7173,11.08,0.07,0.79,443,401,34
7174,11.08,0.09,1.01,443,401,32
7175,11.08,0.05,0.57,443,401,34
7176,11.11,0.04,0.46,442,401,34
7177,11.08,0.05,0.57,443,401,33
7178,11.08,0.04,0.46,443,401,33
7179,11.08,0.08,0.9,444,401,34
7180,11.21,0.05,0.58,444,401,34
7181,11.13,0.01,0.13,444,401,34
7182,11.06,0.03,0.35,442,402,34
7183,10.99,0.1,1.11,443,402,32
7184,10.96,0.07,0.78,444,402,31
7185,11.01,0.04,0.46,444,401,32
7186,11.01,0.04,0.46,443,402,34
7187,11.01,0.05,0.57,443,402,34
7188,10.99,0.1,1.11,445,402,32
7189,10.99,0.09,1,444,402,32
7190,10.99,0.08,0.89,445,402,32
7191,10.96,0.07,0.78,443,402,32
7192,10.99,0.03,0.35,443,402,32
7193,10.96,0.06,0.67,444,402,32
7194,10.99,0.07,0.78,443,402,32
7195,10.96,0.06,0.67,444,402,31
7196,10.99,0.06,0.67,443,402,32
7197,10.96,0.1,1.11,442,402,32
7198,10.99,0.06,0.67,444,402,34
7199,10.94,0.08,0.89,444,402,33
7200,10.96,0.01,0.13,444,402,34
7201,10.96,0.05,0.56,444,402,32
7202,10.96,0.07,0.78,446,403,33
7203,10.96,0.11,1.21,444,402,34
7204,10.99,0.04,0.46,444,402,31
7205,10.99,0.06,0.67,444,402,33
7206,10.96,0.03,0.35,444,402,33
7207,10.99,0.01,0.13,444,402,32
7208,10.99,0.05,0.56,443,402,31
7209,10.96,0.09,1,444,402,33
7210,10.96,0.05,0.56,444,402,32
7211,10.99,0.05,0.56,444,402,31
7212,11.04,0.1,1.11,443,402,34
7213,11.16,0.02,0.24,443,402,32
7214,10.42,0.05,0.54,445,402,21
7215,11.16,0.03,0.35,445,402,34
7216,10.42,0.07,0.74,443,402,29
7217,11.16,0.04,0.46,444,402,35
7218,11.18,0.11,1.24,444,402,30
7219,11.16,0.05,0.57,193,402,28
7220,11.13,0.09,1.01,192,402,32
7221,11.11,0.11,1.23,193,402,32
7222,11.13,0.04,0.46,190,402,33
7223,11.13,0.06,0.68,193,402,33
7224,11.13,0.03,0.35,191,403,32
7225,11.11,0.07,0.79,192,403,32
7226,11.16,0.01,0.13,192,403,33
7227,11.18,0.04,0.46,191,403,34
7228,11.18,0.05,0.57,186,403,32
7229,11.18,0.01,0.13,184,403,32
7230,11.18,0.05,0.57,183,403,33
7231,11.21,0.08,0.91,183,404,33
7232,11.18,0.04,0.46,180,403,32
7233,11.18,0.1,1.13,173,403,32
7234,11.18,0.06,0.69,189,404,33
7235,11.16,0.1,1.12,188,404,33
7236,11.13,0.08,0.9,192,404,33
7237,11.13,0.06,0.68,185,404,33
7238,11.13,0.08,0.9,192,404,32
7239,11.16,0.04,0.46,186,404,32
7240,11.18,0.06,0.69,186,403,34
7241,11.18,0.04,0.46,186,404,33
7242,11.16,0.07,0.79,185,404,33
7243,11.13,0.06,0.68,255,404,33
7244,11.11,0.05,0.57,438,404,34
7245,11.08,0.05,0.57,424,404,33
7246,11.11,0.08,0.9,438,404,33
7247,11.11,0.05,0.57,437,404,33
7248,11.11,0.04,0.46,409,404,32
7249,11.11,0.07,0.79,435,404,33
7250,11.13,0.04,0.46,436,404,33
7251,11.11,0.04,0.46,434,404,33
7252,11.08,0.01,0.13,434,403,33
7253,11.11,0.06,0.68,433,404,33
7254,11.11,0.09,1.01,417,403,33
7255,11.11,0.05,0.57,430,403,34
7256,11.08,0.08,0.9,427,403,33
7257,11.11,0.05,0.57,434,403,32
7258,11.11,0.08,0.9,434,403,33
7259,11.08,0.04,0.46,434,403,32
7260,11.06,0.06,0.68,432,403,33
7261,11.08,0.08,0.9,433,404,33
7262,11.08,0.02,0.24,435,403,33
7263,11.06,0.02,0.24,434,404,32
7264,11.08,0.11,1.23,434,403,33
7265,11.08,0.04,0.46,432,403,32
7266,11.06,0.09,1.01,432,403,33
7267,11.06,0.03,0.35,433,403,32
7268,11.06,0.03,0.35,431,403,33
7269,11.04,0.04,0.46,433,403,33
7270,11.06,0.07,0.79,431,403,32
7271,11.06,0.06,0.68,422,403,34
7272,11.04,0.09,1,432,403,31
7273,11.06,0.07,0.79,431,404,32
7274,11.04,0.08,0.89,431,403,31
7275,11.06,0.04,0.46,433,403,33
7276,11.04,0.07,0.79,433,404,33
7277,11.06,0.03,0.35,431,403,32
7278,11.04,0.04,0.46,432,403,33
7279,11.04,0.03,0.35,432,403,32
7280,11.04,0.07,0.79,432,403,32
7281,11.01,0.01,0.13,432,403,33
7282,11.01,0.08,0.89,432,403,33
7283,11.04,0.05,0.57,429,403,33
7284,11.04,0.05,0.57,429,403,32
7285,11.06,0.07,0.79,427,403,33
7286,11.04,0.11,1.22,431,403,32
7287,11.06,0.06,0.68,428,403,33
7288,11.06,0.03,0.35,430,403,32
7289,11.04,0.06,0.68,430,403,32
7290,11.04,0.06,0.68,430,403,34
7291,11.06,0.06,0.68,430,403,32
7292,11.04,0.04,0.46,429,403,33
7293,11.04,0.03,0.35,430,403,33
7294,11.04,0.07,0.79,431,403,33
7295,11.04,0.05,0.57,430,402,33
7296,11.06,0.08,0.9,429,402,33
7297,11.04,0.05,0.57,429,403,33
7298,11.04,0.07,0.79,429,403,33
7299,11.06,0.06,0.68,429,403,32
7300,11.04,0.07,0.79,431,403,34
7301,11.04,0.02,0.24,429,403,33
7302,11.01,0.04,0.46,429,402,33
7303,11.01,0.04,0.46,429,403,32
7304,11.04,0.07,0.79,429,403,32
7305,11.04,0.04,0.46,428,403,32
7306,11.04,0.08,0.89,430,402,32
7307,11.01,0.05,0.57,428,402,32
7308,10.99,0.02,0.24,428,403,33
7309,11.01,0.07,0.78,430,402,33
7310,11.01,0.06,0.67,428,402,34
7311,11.06,0.05,0.57,428,402,32
7312,11.01,0.05,0.57,429,402,33
7313,11.04,0.07,0.79,428,402,33
7314,11.01,0.03,0.35,428,402,34
7315,11.01,0.08,0.89,428,402,33
7316,11.04,0.07,0.79,429,402,33
7317,11.01,0.05,0.57,429,403,33
7318,11.04,0.03,0.35,430,403,33
7319,11.06,0.05,0.57,429,403,33
7320,11.04,0.04,0.46,431,403,34
7321,11.04,0.03,0.35,429,403,32
7322,11.04,0.06,0.68,422,403,34
7323,11.04,0.06,0.68,429,402,33
7324,11.06,0.05,0.57,429,403,33
7325,11.04,0.07,0.79,430,403,32
7326,11.04,0.1,1.11,430,403,33
7327,11.06,0.07,0.79,428,403,33
7328,11.04,0.05,0.57,429,403,34
7329,11.04,0.06,0.68,429,403,34
7330,11.04,0.06,0.68,427,403,32
7331,11.04,0.07,0.79,430,402,32
7332,11.04,0,0.02,428,402,34
7333,11.01,0.05,0.57,428,403,32
7334,11.04,0.09,1,422,403,33
7335,11.01,0.07,0.78,423,403,34
7336,11.01,0.09,1,428,403,32
7337,11.01,0.05,0.57,428,402,32
7338,11.04,0.05,0.57,428,403,32
7339,11.01,0.06,0.67,427,402,33
7340,11.06,0.04,0.46,427,402,33
7341,11.01,0.07,0.78,426,402,33
7342,11.01,0.05,0.57,428,402,33
7343,11.01,0.04,0.46,428,402,33
7344,11.01,0.06,0.67,427,402,32
7345,11.04,0.07,0.79,427,402,32
7346,11.04,0.06,0.68,428,402,33
7347,11.01,0.06,0.67,422,402,33
7348,11.04,0,0.02,422,401,32
7349,11.04,0.04,0.46,425,402,33
7350,11.01,0.08,0.89,428,401,33
7351,11.04,0.08,0.89,428,401,33
7352,11.01,0.01,0.13,428,402,34
7353,11.04,0.06,0.68,426,401,32
7354,11.01,0.08,0.89,427,402,33
7355,11.01,0.03,0.35,427,402,33
7356,11.01,0.07,0.78,428,402,33
7357,11.01,0.05,0.57,427,401,32
7358,11.01,0.07,0.78,428,401,33
7359,10.99,0.04,0.46,428,401,33
7360,10.99,0.03,0.35,421,402,33
7361,11.01,0.05,0.57,421,401,32
7362,11.01,0.04,0.46,426,402,34
7363,10.99,0.06,0.67,428,402,33
7364,11.01,0.04,0.46,427,402,33
7365,11.01,0.07,0.78,426,402,33
7366,11.01,0.03,0.35,427,402,33
7367,11.01,0.06,0.67,425,402,33
7368,11.04,0.09,1,425,402,33
7369,11.04,0.07,0.79,428,402,32
7370,11.01,0.08,0.89,426,402,34
7371,11.04,0.07,0.79,426,402,33
7372,11.01,0.09,1,426,402,33
7373,11.01,0.04,0.46,419,402,32
7374,10.99,0.03,0.35,420,402,33
7375,11.01,0.08,0.89,426,402,33
7376,11.04,0.06,0.68,425,403,32
7377,11.01,0.02,0.24,424,402,32
7378,11.01,0.04,0.46,426,402,34
7379,11.01,0.06,0.67,426,402,32
7380,10.99,0.04,0.46,426,402,32
7381,11.01,0.08,0.89,426,402,33
7382,10.99,0.05,0.56,425,403,34
7383,10.99,0.07,0.78,423,402,34
7384,10.96,0.11,1.21,425,402,33
7385,10.99,0.06,0.67,420,403,32
7386,11.01,0.06,0.67,423,402,33
7387,10.99,0.02,0.24,421,402,34
7388,10.99,0.01,0.13,422,402,32
7389,10.96,0.03,0.35,423,402,34
7390,11.01,0.03,0.35,425,402,34
7391,10.99,0.04,0.46,424,402,33
7392,10.99,0.05,0.56,423,402,34
7393,10.99,0.04,0.46,423,402,33
7394,10.96,0.06,0.67,424,403,33
7395,10.99,0.09,1,424,403,34
7396,10.99,0.1,1.11,424,403,33
7397,10.96,0.09,1,424,403,33
7398,10.99,0.07,0.78,426,404,32
7399,10.96,0.04,0.46,424,403,33
7400,10.99,0.08,0.89,424,403,34
7401,10.99,0.08,0.89,423,403,34
7402,10.99,0.06,0.67,424,403,32
7403,10.99,0.09,1,424,404,33
7404,10.96,0.05,0.56,422,403,33
7405,10.96,0.09,1,423,403,33
7406,10.96,0.04,0.46,421,403,32
7407,10.96,0.05,0.56,420,403,33
7408,10.96,0.09,1,420,403,32
7409,10.96,0.06,0.67,421,403,33
7410,10.94,0.02,0.24,422,404,32
7411,10.99,0.07,0.78,420,404,32
7412,10.96,0.07,0.78,424,404,33
7413,10.96,0.05,0.56,424,404,32
7414,10.94,0.08,0.89,424,404,33
7415,10.96,0.02,0.24,425,404,32
7416,10.96,0.06,0.67,425,404,33
7417,10.96,0.03,0.35,424,404,33
7418,10.99,0.08,0.89,426,404,32
7419,10.99,0.05,0.56,424,404,34
7420,10.99,0.06,0.67,424,404,32
7421,10.96,0.03,0.35,425,404,32
7422,11.01,0.07,0.78,425,404,33
7423,10.99,0.12,1.32,420,403,33
7424,10.99,0.06,0.67,422,404,32
7425,10.99,0.09,1,421,403,32
7426,10.99,0.04,0.46,421,404,34
7427,10.96,0.06,0.67,422,403,33
7428,10.96,0.05,0.56,422,403,32
