SR_NO,VOLTAGE,CURRENT,POWER,MODULE_TEMP,AMBIENT_TEMP,IR
1839,19.68,0.04,0.82,525,412,1010
1840,19.65,0.02,0.43,525,412,1009
1841,19.68,0.02,0.43,524,412,1010
1842,19.68,-0.02,-0.35,526,412,1009
1843,19.65,0.04,0.82,525,412,1009
1844,19.65,0.01,0.23,526,412,1010
1845,19.65,0.06,1.2,524,412,1010
1846,19.68,0.04,0.82,526,412,1011
1847,19.65,0.05,1.01,527,412,1009
1848,19.65,0.03,0.62,525,412,1010
1849,19.65,0.03,0.62,524,411,1010
1850,19.68,0.02,0.43,525,411,1010
1851,19.68,0.06,1.21,526,411,1011
1852,19.68,0.04,0.82,525,411,1010
1853,19.68,0.05,1.01,526,411,1010
1854,19.65,0.03,0.62,524,411,1011
1855,19.68,0.05,1.01,527,411,1010
1856,19.65,0.04,0.82,528,411,1011
1857,19.65,0.06,1.2,526,411,1011
1858,19.65,0.05,1.01,527,412,1009
1859,19.65,0.04,0.82,526,411,1010
1860,19.65,0.04,0.82,528,411,1011
1861,19.65,0.04,0.82,527,411,1011
1862,19.65,0.08,1.59,526,411,1011
1863,19.58,0.07,1.39,528,411,1011
1864,19.6,0.02,0.43,527,411,1003
1865,19.65,0.08,1.59,526,411,1004
1866,19.6,0.02,0.43,528,411,1002
1867,19.53,0,0.04,527,411,1000
1868,19.65,0.03,0.62,526,411,1010
1869,19.65,0.08,1.59,526,411,1010
1870,19.65,0.04,0.82,525,411,1011
1871,19.6,0.06,1.2,527,411,1011
1872,19.36,0.02,0.42,526,412,1003
1873,19.43,0.02,0.42,527,411,1003
1874,19.43,0.05,1,525,412,1001
1875,19.12,0.04,0.79,522,412,998
1876,17.09,0.05,0.88,523,412,999
1877,18.73,0.03,0.59,523,412,1000
1878,18.97,0.04,0.79,522,412,1011
1879,18.95,0.06,1.16,521,412,1011
1880,18.87,0.04,0.78,521,412,1011
1881,17.7,0.05,0.91,520,413,1010
1882,19.63,0.05,1.01,520,413,1009
1883,19.65,0,0.04,520,413,1009
1884,19.6,0.01,0.23,522,414,1010
1885,19.56,0.06,1.2,521,414,1010
1886,19.58,0.07,1.39,521,414,1010
1887,19.63,0.08,1.59,522,413,1011
1888,19.65,0,0.04,522,414,1010
1889,19.63,0.05,1.01,522,414,1011
1890,19.63,0.04,0.81,521,414,1010
1891,19.63,0.07,1.4,522,414,1011
1892,19.65,0.05,1.01,523,414,1010
1893,19.6,0.05,1.01,521,414,1011
1894,19.6,0.05,1.01,522,414,1009
1895,19.6,0.02,0.43,522,414,1009
1896,19.63,0.05,1.01,523,413,1010
1897,19.63,0.06,1.2,522,413,1009
1898,19.65,0,0.04,524,413,1010
1899,19.63,0.01,0.23,523,413,1009
1900,19.63,0.05,1.01,524,413,1010
1901,19.63,0.05,1.01,524,413,1010
1902,19.63,0.01,0.23,522,413,1011
1903,19.6,0.06,1.2,523,412,1011
1904,19.65,0.07,1.4,524,412,1010
1905,19.63,0.03,0.62,525,412,1011
1906,19.63,0.06,1.2,523,412,1010
1907,19.6,0.03,0.62,523,412,1010
1908,19.58,0.04,0.81,523,412,1011
1909,19.6,0.05,1.01,525,412,1010
1910,19.58,0.05,1.01,525,412,1011
1911,19.56,0.06,1.2,524,412,1010
1912,19.58,0.1,1.97,524,412,1009
1913,19.6,0.03,0.62,525,412,1010
1914,19.58,0.03,0.62,525,412,1010
1915,19.58,0.04,0.81,525,412,1009
1916,19.58,0.03,0.62,526,412,1011
1917,19.6,0.03,0.62,525,412,1009
1918,19.63,0.01,0.23,524,411,1011
1919,19.6,0.06,1.2,526,411,1010
1920,19.6,0.04,0.81,525,412,1011
1921,19.63,0.04,0.81,525,412,1010
1922,19.6,0.08,1.59,526,412,1011
1923,19.6,0.03,0.62,526,412,1009
1924,19.6,0,0.04,525,412,1011
1925,19.6,0.04,0.81,525,412,1011
1926,19.6,0.05,1.01,527,412,1011
1927,19.6,0.01,0.23,527,412,1010
1928,19.6,0.03,0.62,526,413,1010
1929,19.63,0.07,1.4,525,413,1011
1930,19.63,0.09,1.79,526,412,1011
1931,19.63,0.05,1.01,525,413,1011
1932,19.63,0.05,1.01,525,413,1011
1933,19.6,0.02,0.43,526,413,1009
1934,19.63,0.01,0.23,525,413,1011
1935,19.63,0,0.04,525,414,1011
1936,19.65,0,0.04,526,414,1010
1937,19.6,0.04,0.81,525,414,1011
1938,19.6,0.06,1.2,526,414,1010
1939,19.63,0.08,1.59,527,414,1011
1940,19.6,0.03,0.62,526,414,1010
1941,19.63,0.06,1.2,526,414,1011
1942,19.63,-0.01,-0.16,526,414,1009
1943,19.65,0,0.04,527,415,1010
1944,19.63,0.08,1.59,528,415,1011
1945,19.63,0.01,0.23,528,415,1009
1946,19.65,0.08,1.59,528,415,1011
1947,19.63,0.04,0.81,526,416,1010
1948,19.63,0.02,0.43,526,415,1010
1949,19.63,0.06,1.2,527,415,1010
1950,19.63,0.05,1.01,527,415,1011
1951,19.65,0.03,0.62,528,415,1010
1952,19.65,0.03,0.62,527,415,1011
1953,19.63,0.03,0.62,527,415,1010
1954,19.65,0.04,0.82,526,414,1011
1955,19.63,0.07,1.4,525,414,1011
1956,19.65,0.04,0.82,528,413,1009
1957,19.65,0.04,0.82,527,413,1011
1958,19.65,0.07,1.4,524,413,1009
1959,19.65,0.04,0.82,526,413,1011
1960,19.63,0.02,0.43,526,413,1010
1961,19.65,0.02,0.43,526,413,1010
1962,19.65,0.03,0.62,524,413,1011
1963,19.68,-0.02,-0.35,525,413,1010
1964,19.68,0.04,0.82,524,413,1011
1965,19.73,0.02,0.43,524,413,1010
1966,19.68,0.06,1.21,525,413,1010
1967,19.68,0.03,0.62,522,412,1010
1968,19.68,0.06,1.21,522,413,1009
1969,19.68,0.01,0.23,524,412,1010
1970,19.65,0.02,0.43,522,412,1010
1971,19.65,0.04,0.82,523,413,1010
1972,19.68,0.06,1.21,522,413,1009
1973,19.68,0.03,0.62,523,413,1011
1974,19.68,0.02,0.43,523,413,1010
1975,19.68,0.07,1.4,523,413,1011
1976,19.68,0.07,1.4,523,414,1009
1977,19.65,0.07,1.4,523,414,1010
1978,19.68,0.08,1.6,524,414,1011
1979,19.68,0.02,0.43,523,414,1011
1980,19.65,0.04,0.82,524,414,1011
1981,19.7,0.02,0.43,524,414,1010
1982,19.65,0.03,0.62,523,414,1009
1983,19.65,0.04,0.82,524,415,1009
1984,19.68,0.03,0.62,524,414,1011
1985,19.68,0.04,0.82,523,414,1010
1986,19.65,-0.01,-0.16,523,414,1010
1987,19.68,0.07,1.4,523,414,1010
1988,19.68,-0.02,-0.35,525,414,1011
1989,19.68,0.06,1.21,524,414,1009
1990,19.68,0.03,0.62,523,414,1011
1991,19.65,0.07,1.4,524,413,1009
1992,19.68,0.06,1.21,522,414,1009
1993,19.68,0.03,0.62,522,414,1010
1994,19.68,0.04,0.82,522,414,1011
1995,19.65,0.05,1.01,524,414,1010
1996,19.65,0.02,0.43,522,414,1010
1997,19.68,0.05,1.01,522,414,1010
1998,19.68,0.02,0.43,523,414,1010
1999,19.68,0,0.04,521,414,1011
2000,19.68,0.06,1.21,522,414,1010
2001,19.65,0.06,1.2,523,414,1010
2002,19.68,-0.01,-0.16,524,414,1009
2003,19.65,0.06,1.2,524,415,1010
2004,19.65,0.01,0.23,524,414,1011
2005,19.68,0.08,1.6,522,414,1009
2006,19.68,0.03,0.62,524,415,1010
2007,19.65,0.05,1.01,524,415,1010
2008,19.65,0.04,0.82,525,415,1011
2009,19.68,0.03,0.62,524,415,1010
2010,19.7,0.02,0.43,524,415,1011
2011,19.7,0.07,1.4,525,416,1011
2012,19.7,0.07,1.4,525,416,1011
2013,19.7,0.07,1.4,524,416,1010
2014,19.68,0.04,0.82,526,416,1011
2015,19.68,0.02,0.43,526,418,1009
2016,19.68,0.03,0.62,528,417,1009
2017,19.68,0.02,0.43,526,417,1011
2018,19.65,0.07,1.4,526,417,1009
2019,19.65,0.03,0.62,527,417,1011
2020,19.68,0.04,0.82,528,418,1010
2021,19.7,0.02,0.43,528,418,1010
2022,19.65,0.04,0.82,527,418,1011
2023,19.65,0.03,0.62,527,418,1010
2024,19.68,0.01,0.23,527,418,1009
2025,19.68,0,0.04,529,419,1010
2026,19.68,0.08,1.6,529,419,1011
2027,19.68,0.03,0.62,528,419,1009
2028,19.68,0.04,0.82,529,419,1011
2029,19.68,0.04,0.82,528,419,1010
2030,19.68,0.04,0.82,530,419,1009
2031,19.7,0.05,1.01,529,419,1010
2032,19.68,0.05,1.01,531,419,1010
2033,19.68,0.06,1.21,529,419,1010
2034,19.65,0.04,0.82,529,418,1010
2035,19.68,0.03,0.62,531,418,1009
2036,19.68,0.05,1.01,530,418,1010
2037,19.68,0.06,1.21,530,418,1011
2038,19.7,0.01,0.23,531,418,1011
2039,19.68,-0.01,-0.16,530,418,1010
2040,19.65,0.07,1.4,529,417,1010
2041,19.65,0.05,1.01,532,417,1011
2042,19.68,0.06,1.21,529,417,1010
2043,19.68,0.07,1.4,530,416,1009
2044,19.68,0.03,0.62,527,416,1009
2045,19.68,0.06,1.21,530,416,1009
2046,19.68,0.04,0.82,528,415,1010
2047,19.68,0,0.04,531,416,1010
2048,19.68,0.05,1.01,530,415,1011
2049,19.65,0.02,0.43,530,415,1010
2050,19.68,0.02,0.43,530,415,1010
2051,19.68,0.02,0.43,529,415,1011
2052,19.7,0.01,0.23,530,415,1009
2053,19.68,0.03,0.62,530,415,1009
2054,19.68,0.04,0.82,530,415,1010
2055,19.68,0.1,1.98,530,415,1009
2056,19.68,0.01,0.23,528,415,1011
2057,19.68,0.04,0.82,530,415,1009
2058,19.68,0.07,1.4,530,415,1009
2059,19.65,0.04,0.82,530,415,1010
2060,19.68,0.02,0.43,530,415,1010
2061,19.65,-0.02,-0.35,529,415,1010
2062,19.68,0.06,1.21,530,415,1011
2063,19.65,0.04,0.82,530,415,1009
2064,19.7,0.02,0.43,529,415,1010
2065,19.68,0.02,0.43,529,415,1010
2066,19.68,0.06,1.21,530,414,1011
2067,19.68,0.01,0.23,528,415,1010
2068,19.68,0.03,0.62,529,415,1011
2069,19.68,0.02,0.43,529,414,1010
2070,19.68,0.01,0.23,527,415,1009
2071,19.68,0.05,1.01,528,415,1011
2072,19.7,0.02,0.43,528,415,1011
2073,19.7,0.04,0.82,531,415,1011
2074,19.68,0.04,0.82,530,415,1009
2075,19.68,0.02,0.43,528,415,1011
2076,19.68,0.04,0.82,529,415,1009
2077,19.68,0,0.04,528,415,1009
2078,19.7,0.01,0.23,527,415,1011
2079,19.73,0.04,0.82,528,415,1011
2080,19.68,0.03,0.62,528,415,1010
2081,19.68,0,0.04,528,415,1010
2082,19.65,0.01,0.23,528,415,1013
2083,19.68,0.02,0.43,527,415,1009
2084,19.68,0.04,0.82,527,415,1011
2085,19.68,0.04,0.82,529,415,1011
2086,19.68,0.05,1.01,528,416,1011
2087,19.68,0.02,0.43,528,416,1009
2088,19.68,0.02,0.43,530,416,1010
2089,19.68,0.05,1.01,527,415,1011
2090,19.68,0.04,0.82,528,416,1010
2091,19.68,0.04,0.82,529,416,1011
2092,19.68,0.02,0.43,529,416,1011
2093,19.68,0.02,0.43,529,416,1011
2094,19.68,0.04,0.82,528,416,1010
2095,19.68,0.05,1.01,529,416,1009
2096,19.68,0.02,0.43,529,416,1011
2097,19.68,0.01,0.23,530,416,1010
2098,19.65,0.05,1.01,528,416,1010
2099,19.65,0.05,1.01,530,416,1010
2100,19.65,0.03,0.62,529,416,1010
2101,19.65,0,0.04,528,416,1010
2102,19.65,0.05,1.01,529,416,1010
2103,19.68,0,0.04,528,417,1011
2104,19.65,0.02,0.43,529,416,1009
2105,19.68,0.06,1.21,529,417,1011
2106,19.68,0.06,1.21,529,417,1010
2107,19.65,0.04,0.82,529,417,1010
2108,19.65,0.05,1.01,530,417,1011
2109,19.68,0.03,0.62,530,417,1010
2110,19.65,0.03,0.62,530,417,1011
2111,19.65,0.03,0.62,528,417,1009
2112,19.68,0.03,0.62,531,417,1011
2113,19.65,0.03,0.62,531,417,1010
2114,19.65,0.07,1.4,531,417,1011
2115,19.68,0.03,0.62,531,417,1011
2116,19.68,-0.02,-0.35,531,418,1010
2117,19.65,0.04,0.82,530,417,1012
2118,19.65,0.08,1.59,529,417,1011
2119,19.68,0.02,0.43,531,417,1013
2120,19.65,-0.01,-0.16,531,417,1009
2121,19.65,0.03,0.62,531,417,1010
2122,19.65,0.04,0.82,531,417,1010
2123,19.65,0.03,0.62,531,417,1010
2124,19.68,0.05,1.01,532,416,1011
2125,19.65,0.06,1.2,532,416,1009
2126,19.68,0.02,0.43,533,417,1011
2127,19.65,0.09,1.79,532,416,1010
2128,19.65,0.06,1.2,532,416,1011
2129,19.68,0.03,0.62,530,416,1011
2130,19.65,0.05,1.01,532,416,1010
2131,19.68,0.04,0.82,531,416,1011
2132,19.63,0.03,0.62,531,416,1009
2133,19.68,0.08,1.6,533,416,1010
2134,19.68,0.02,0.43,532,416,1013
2135,19.65,0,0.04,531,416,1010
2136,19.68,0.04,0.82,532,416,1009
2137,19.68,0.01,0.23,532,416,1009
2138,19.68,0.05,1.01,532,416,1011
2139,19.68,0.04,0.82,531,416,1009
2140,19.65,0.02,0.43,531,417,1011
2141,19.65,0.03,0.62,533,416,1011
2142,19.68,0.03,0.62,532,416,1011
2143,19.68,0.07,1.4,532,416,1011
2144,19.65,0.04,0.82,531,417,1009
2145,19.65,0.05,1.01,532,416,1011
2146,19.65,0.03,0.62,533,416,1009
2147,19.65,0,0.04,531,416,1010
2148,19.68,0.03,0.62,531,416,1010
2149,19.63,0.04,0.81,532,416,1011
2150,19.63,0.07,1.4,534,416,1010
2151,19.65,0.01,0.23,533,416,1010
2152,19.65,0.05,1.01,534,416,1010
2153,19.68,0.03,0.62,533,416,1010
2154,19.65,0.02,0.43,534,416,1010
2155,19.65,0.04,0.82,533,416,1010
2156,19.68,0.05,1.01,533,416,1010
2157,19.68,0.04,0.82,533,416,1011
2158,19.65,0.03,0.62,532,416,1011
2159,19.65,0.04,0.82,534,416,1010
2160,19.68,0,0.04,532,416,1010
2161,19.65,0.02,0.43,534,416,1011
2162,19.68,0.03,0.62,533,416,1010
2163,19.65,0.03,0.62,533,416,1011
2164,19.68,0.08,1.6,532,416,1012
2165,19.65,0.03,0.62,531,416,1011
2166,19.65,0.05,1.01,531,416,1010
2167,19.65,0.06,1.2,531,416,1011
2168,19.7,0.04,0.82,531,416,1011
2169,19.68,0.04,0.82,531,416,1010
2170,19.68,0.05,1.01,530,416,1010
2171,19.68,0,0.04,530,416,1010
2172,19.65,0.01,0.23,531,416,1011
2173,19.65,0.04,0.82,530,417,1010
2174,19.68,0.05,1.01,529,417,1010
2175,19.65,0.05,1.01,531,417,1011
2176,19.65,0.03,0.62,532,417,1011
2177,19.65,0.06,1.2,530,417,1010
2178,19.65,0.02,0.43,532,417,1011
2179,19.7,0.06,1.21,532,417,1011
2180,19.68,0.04,0.82,531,417,1010
2181,19.68,0.03,0.62,530,418,1010
2182,19.7,0.05,1.01,532,418,1010
2183,19.68,0.03,0.62,532,418,1010
2184,19.65,0.02,0.43,533,418,1010
2185,19.68,0.05,1.01,532,418,1010
2186,19.65,0.02,0.43,532,418,1010
2187,19.68,0.04,0.82,531,418,1010
2188,19.68,0.07,1.4,531,419,1011
2189,19.68,0.1,1.98,532,419,1010
2190,19.68,0.02,0.43,532,419,1011
2191,19.65,0,0.04,532,419,1010
2192,19.65,0.03,0.62,533,419,1011
2193,19.68,0.03,0.62,532,419,1010
2194,19.65,0.03,0.62,532,419,1011
2195,19.65,0.05,1.01,533,419,1009
2196,19.65,0.06,1.2,533,420,1011
2197,19.68,0.04,0.82,531,420,1010
2198,19.65,0.05,1.01,532,420,1010
2199,19.65,0.04,0.82,531,420,1009
2200,19.63,0.02,0.43,532,420,1011
2201,19.65,0.03,0.62,533,420,1010
2202,19.65,0.05,1.01,532,420,1010
2203,19.65,0.04,0.82,532,420,1010
2204,19.68,0,0.04,532,420,1010
2205,19.65,0.04,0.82,533,420,1011
2206,19.65,0.04,0.82,533,420,1009
2207,19.65,0,0.04,534,420,1010
2208,19.65,0.01,0.23,533,420,1011
2209,19.65,0.07,1.4,535,420,1010
2210,19.68,0.03,0.62,534,420,1010
2211,19.65,0.04,0.82,534,420,1011
2212,19.63,0.05,1.01,533,420,1009
2213,19.65,0.03,0.62,533,420,1010
2214,19.63,0,0.04,534,421,1010
2215,19.65,0.08,1.59,534,421,1010
2216,19.63,0.01,0.23,534,421,1010
2217,19.63,0.02,0.43,534,421,1009
2218,19.63,0.02,0.43,534,420,1011
2219,19.65,0.04,0.82,534,421,1011
2220,19.68,0.06,1.21,534,421,1013
2221,19.63,0.04,0.81,535,421,1011
2222,19.65,0.02,0.43,535,420,1010
2223,19.65,0.07,1.4,534,421,1010
2224,19.65,0.03,0.62,535,420,1009
2225,19.63,0.07,1.4,534,420,1011
2226,19.63,0.03,0.62,534,420,1011
2227,19.65,0.03,0.62,533,420,1011
2228,19.63,0.03,0.62,534,420,1011
2229,19.65,0.04,0.82,536,420,1010
2230,19.63,0.02,0.43,532,420,1010
2231,19.68,0.04,0.82,535,419,1011
2232,19.63,0.05,1.01,534,419,1011
2233,19.63,0.07,1.4,535,419,1010
2234,19.63,0.02,0.43,534,419,1009
2235,19.65,0.04,0.82,535,419,1010
2236,19.63,0.04,0.81,534,419,1010
2237,19.63,0,0.04,533,420,1011
2238,19.65,0.04,0.82,533,419,1011
2239,19.63,0.05,1.01,535,419,1011
2240,19.65,0.01,0.23,533,419,1010
2241,19.65,0.07,1.4,534,419,1011
2242,19.65,0.03,0.62,535,419,1011
2243,19.63,0.03,0.62,533,418,1011
2244,19.65,0.09,1.79,534,418,1011
2245,19.65,0.04,0.82,533,418,1010
2246,19.63,0.02,0.43,535,418,1009
2247,19.63,0.06,1.2,535,418,1011
2248,19.65,0.04,0.82,533,418,1010
2249,19.63,0.06,1.2,536,417,1010
2250,19.63,0.02,0.43,534,418,1011
2251,19.63,0.03,0.62,535,418,1011
2252,19.63,0.01,0.23,534,417,1010
2253,19.65,0,0.04,536,417,1010
2254,19.63,0.07,1.4,536,417,1010
2255,19.6,0.01,0.23,534,417,1011
2256,19.65,0.02,0.43,533,417,1010
2257,19.63,0.03,0.62,536,417,1011
2258,19.63,0.02,0.43,536,417,1010
2259,19.6,0,0.04,535,416,1010
2260,19.63,0.04,0.81,536,417,1009
2261,19.65,0.07,1.4,535,417,1011
2262,19.65,0.03,0.62,536,417,1011
2263,19.63,0.01,0.23,535,417,1010
2264,19.63,0.06,1.2,536,417,1010
2265,19.63,0.03,0.62,535,417,1010
2266,19.63,0.07,1.4,536,417,1009
2267,19.6,0.07,1.4,537,417,1010
2268,19.65,0.01,0.23,536,418,1013
2269,19.65,0.08,1.59,537,417,1010
2270,19.63,0.01,0.23,536,417,1011
2271,19.6,0.04,0.81,536,418,1011
2272,19.63,0.07,1.4,537,417,1011
2273,19.63,0.01,0.23,537,417,1010
2274,19.63,0.07,1.4,538,417,1010
2275,19.63,0.06,1.2,536,417,1010
2276,19.63,0.03,0.62,536,417,1011
2277,19.63,0.06,1.2,536,417,1010
2278,19.63,0.05,1.01,537,417,1010
2279,19.65,0.07,1.4,537,417,1010
2280,19.63,0.01,0.23,538,417,1009
2281,19.63,0.04,0.81,537,416,1011
2282,19.6,0.06,1.2,537,417,1010
2283,19.63,0.04,0.81,536,417,1010
2284,19.6,0.02,0.43,538,417,1010
2285,19.63,0.05,1.01,538,416,1010
2286,19.6,0.04,0.81,537,417,1011
2287,19.63,0.02,0.43,540,416,1010
2288,19.6,0.03,0.62,538,417,1009
2289,19.6,0.05,1.01,539,416,1009
2290,19.6,0.02,0.43,538,416,1009
2291,19.63,0.04,0.81,538,416,1011
2292,19.63,0.01,0.23,539,416,1010
2293,19.63,0.04,0.81,538,416,1010
2294,19.6,0.05,1.01,540,416,1009
2295,19.6,0.05,1.01,539,416,1010
2296,19.6,0.05,1.01,539,416,1009
2297,19.6,0.04,0.81,541,416,1010
2298,19.58,0.05,1.01,539,416,1009
2299,19.63,0,0.04,539,416,1011
2300,19.6,0.04,0.81,539,416,1011
2301,19.6,0,0.04,539,416,1010
2302,19.58,0.06,1.2,539,416,1011
2303,19.6,0.03,0.62,540,415,1010
2304,19.58,0.04,0.81,539,416,1010
2305,19.58,0.06,1.2,539,415,1011
2306,19.58,0.05,1.01,540,416,1011
2307,19.58,0.03,0.62,541,416,1011
2308,19.63,0.01,0.23,540,416,1011
2309,19.58,0.05,1.01,539,416,1010
2310,19.6,0.02,0.43,538,416,1009
2311,19.6,0.07,1.4,540,416,1010
2312,19.6,0.08,1.59,540,416,1011
2313,19.58,0,0.04,539,416,1010
2314,19.6,0.04,0.81,538,417,1011
2315,19.6,0.06,1.2,539,416,1009
2316,19.6,0.04,0.81,539,416,1011
2317,19.58,0.03,0.62,539,416,1011
2318,19.63,0.01,0.23,539,417,1010
2319,19.6,0.05,1.01,538,416,1010
2320,19.58,0.02,0.43,539,417,1011
2321,19.58,0.01,0.23,539,416,1010
2322,19.63,0.02,0.43,541,417,1010
2323,19.58,0.06,1.2,537,417,1009
2324,19.58,0.05,1.01,539,417,1011
2325,19.58,0.02,0.43,540,417,1011
2326,19.6,0.05,1.01,539,417,1009
2327,19.58,0.07,1.39,539,417,1011
2328,19.58,0.06,1.2,538,416,1010
2329,19.58,0.03,0.62,539,416,1009
2330,19.58,0.04,0.81,539,417,1011
2331,19.58,-0.02,-0.35,539,417,1011
2332,19.58,0.05,1.01,540,417,1010
2333,19.58,0.02,0.43,538,416,1011
2334,19.56,0.02,0.43,538,416,1009
2335,19.6,0.07,1.4,539,416,1011
2336,19.58,0.04,0.81,540,417,1009
2337,19.56,0.04,0.81,539,416,1009
2338,19.58,0.05,1.01,538,416,1009
2339,19.58,0.05,1.01,539,416,1011
2340,19.58,0,0.04,540,416,1011
2341,19.58,0.03,0.62,538,416,1010
2342,19.58,0.08,1.59,539,416,1011
2343,19.58,0.06,1.2,539,416,1009
2344,19.58,0,0.04,539,416,1011
2345,19.58,0.06,1.2,539,416,1010
2346,19.6,0.04,0.81,538,417,1009
2347,19.56,0.06,1.2,539,417,1010
2348,19.58,0.07,1.39,539,417,1011
2349,19.58,0.04,0.81,540,416,1010
2350,19.58,0.03,0.62,539,416,1010
2351,19.58,0.03,0.62,540,416,1010
2352,19.58,0.05,1.01,539,416,1011
2353,19.58,0.05,1.01,540,416,1011
2354,19.6,0.05,1.01,538,416,1011
2355,19.56,0,0.04,539,416,1009
2356,19.6,0.02,0.43,538,416,1011
2357,19.58,0.04,0.81,539,416,1009
2358,19.6,0.03,0.62,538,416,1010
2359,19.58,0.08,1.59,539,416,1010
2360,19.56,0.06,1.2,539,416,1011
2361,19.56,0.04,0.81,538,416,1011
2362,19.58,0.01,0.23,538,416,1010
2363,19.56,0.02,0.43,538,416,1011
2364,19.58,0.03,0.62,538,416,1009
2365,19.58,0.03,0.62,538,416,1009
2366,19.58,0.02,0.43,539,416,1010
2367,19.56,0.01,0.23,538,416,1010
2368,19.56,0.01,0.23,537,415,1009
2369,19.53,0.03,0.62,538,415,1011
2370,19.53,0.04,0.81,538,415,1009
2371,19.56,0.04,0.81,538,416,1011
2372,19.53,0.1,1.97,537,415,1010
2373,19.58,0.06,1.2,538,416,1011
2374,19.58,0.01,0.23,538,416,1011
2375,19.58,0.07,1.39,537,416,1009
2376,19.58,0.02,0.43,538,416,1010
2377,19.58,0.07,1.39,538,416,1009
2378,19.56,0.05,1.01,538,416,1009
2379,19.53,0.03,0.62,538,416,1011
2380,19.53,0.05,1,539,416,1011
2381,19.58,0.05,1.01,537,416,1011
2382,19.53,0.05,1,538,416,1011
2383,19.56,0.05,1.01,538,417,1011
2384,19.58,0.07,1.39,538,417,1009
2385,19.56,0.07,1.39,538,417,1010
2386,19.58,0.01,0.23,539,417,1011
2387,19.56,-0.01,-0.15,538,417,1009
2388,19.56,0.01,0.23,538,417,1011
2389,19.56,0.05,1.01,539,417,1009
2390,19.6,0.02,0.43,538,417,1011
2391,19.56,0.05,1.01,538,417,1009
2392,19.58,0.07,1.39,538,418,1011
2393,19.56,0.04,0.81,539,417,1009
2394,19.56,0.03,0.62,539,417,1009
2395,19.58,0.04,0.81,540,418,1010
2396,19.53,0,0.04,539,417,1009
2397,19.56,0.04,0.81,540,417,1010
2398,19.56,0.02,0.43,541,418,1009
2399,19.56,0.03,0.62,541,417,1011
2400,19.53,0.03,0.62,542,417,1009
2401,19.56,0.03,0.62,541,417,1010
2402,19.56,0.04,0.81,541,417,1010
2403,19.56,0.03,0.62,542,417,1011
2404,19.56,0.06,1.2,540,417,1009
2405,19.53,0.05,1,542,417,1009
2406,19.56,0.02,0.43,542,416,1011
2407,19.56,0.05,1.01,542,417,1011
2408,19.56,0.04,0.81,543,417,1010
2409,19.53,0.05,1,541,416,1010
2410,19.53,0.03,0.62,542,416,1009
2411,19.56,0.05,1.01,541,416,1010
2412,19.53,0.07,1.39,541,416,1010
2413,19.53,0.05,1,542,416,1011
2414,19.56,0.11,2.17,542,416,1010
2415,19.53,0.04,0.81,540,416,1010
2416,19.58,0.04,0.81,542,416,1010
2417,19.53,0.04,0.81,541,416,1010
2418,19.58,0.06,1.2,542,416,1011
2419,19.56,0.03,0.62,542,417,1010
2420,19.56,0.04,0.81,542,416,1009
2421,19.53,0.02,0.42,541,416,1011
2422,19.58,0.03,0.62,541,417,1009
2423,19.53,0.08,1.58,541,416,1011
2424,19.56,0.03,0.62,541,417,1011
2425,19.56,0.02,0.43,543,417,1009
2426,19.53,0.02,0.42,542,417,1009
2427,19.56,0.04,0.81,543,417,1011
2428,19.56,0.08,1.59,541,417,1010
2429,19.51,-0.02,-0.35,543,417,1009
2430,19.56,0.01,0.23,542,417,1011
2431,19.53,0.04,0.81,541,417,1010
2432,19.56,0,0.04,542,417,1011
2433,19.56,0.08,1.59,541,417,1010
2434,19.53,0.05,1,543,417,1010
2435,19.53,0.08,1.58,542,418,1010
2436,19.53,0,0.04,544,417,1009
2437,19.56,0.03,0.62,544,418,1011
2438,19.53,0.02,0.42,543,418,1009
2439,19.53,0.04,0.81,543,419,1011
2440,19.51,0.06,1.2,543,418,1010
2441,19.53,0.02,0.42,542,418,1009
2442,19.53,0.04,0.81,543,418,1011
2443,19.53,0.06,1.2,544,418,1010
2444,19.53,0.06,1.2,544,418,1009
2445,19.53,0,0.04,544,418,1011
2446,19.53,0.01,0.23,544,418,1010
2447,19.53,0.02,0.42,544,418,1009
2448,19.53,0,0.04,544,418,1010
2449,19.53,0.02,0.42,544,418,1010
2450,19.51,0.06,1.2,544,418,1010
2451,19.53,0.05,1,545,418,1009
2452,19.56,0.05,1.01,546,418,1011
2453,19.51,0.03,0.62,544,419,1011
2454,19.53,0.05,1,544,419,1010
2455,19.51,0.01,0.23,545,419,1011
2456,19.53,0.06,1.2,544,420,1010
2457,19.53,0.05,1,545,420,1009
2458,19.53,0.02,0.42,545,420,1009
2459,19.53,0.02,0.42,547,419,1011
2460,19.51,0.03,0.62,546,420,1009
2461,19.51,0,0.04,546,420,1011
2462,19.51,0.05,1,547,420,1009
2463,19.53,0.05,1,548,420,1010
2464,19.53,0.04,0.81,547,420,1013
2465,19.51,0.05,1,549,420,1010
2466,19.51,-0.01,-0.15,547,420,1011
2467,19.51,0.03,0.62,547,420,1010
2468,19.51,0.01,0.23,547,421,1011
2469,19.51,0.06,1.2,548,421,1011
2470,19.51,0.08,1.58,547,420,1010
2471,19.53,0.01,0.23,548,421,1010
2472,19.51,0.03,0.62,546,420,1011
2473,19.48,0.04,0.81,547,420,1011
2474,19.51,0.05,1,546,421,1010
2475,19.48,0.02,0.42,548,420,1011
